serial_number,split_from,sched_enter_by,status,qty_ordered,ship_to,bki,related_dye_order_plan,purchase_order,sched_done_by,knit_version,unit_cost_yarn,machine,modified,knit_price,costing_exception_overridden,ship_to_processor,active,customer_service_rep,schedule_status,instructions,seconds,qty_received,sched_enter_dt,knit_start,sched_done_dt,balance,internal_notes,note,created_date,created_by,knit_style_base,close_dt,job,qty_shipped,id,knitter,quoted_date,qty_G00,uom,requested_date,updated_by
K2508064,,72,Open,1000,,,9030.0,,,"{'knit_style_base': 3212, 'act_yard_cut_wt': '27.5', 'created_date': '2025-08-19', 'version': '2D', 'active': 1, 'id': 6330, 'modified': '2025-09-04 13:10:37.94365', 'price': '0.85', 'target_yard_cut_wt': '27.0', 'created_time': '10:05:22.513153', 'roll_size': '250', 'foreign_id': 8499}",1.20585,193,2025-09-02 14:16:18.683193,0.85,0,,1,19,Complete,,,858,2025-08-20 09:35:00.368594,2025-08-25,,142,,,2025-08-20 09:35:00.368594,72,"{'id': 3212, 'active': 1, 'foreign_id': 5088, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4546A'}",,34033,858,6567,1,2025-09-19,,lbs,2025-09-19,72
K2508062,,9,Open,9600,,,,,,"{'created_time': '10:24:04.357055', 'target_yard_cut_wt': '7.40', 'price': '1.20', 'modified': '2025-04-21 15:49:40.16872', 'foreign_id': 8133, 'roll_size': '50', 'act_yard_cut_wt': '6.80', 'knit_style_base': 1560, 'id': 6029, 'active': 1, 'version': 'LU', 'created_date': '2025-03-26'}",1.95,132,2025-09-11 13:51:23.304293,1.20,0,4.0,1,1,Required,,78.5,3865.2,2025-08-19 12:09:13.178184,2025-08-22,,5734.8,,,2025-08-19 12:09:13.178184,9,"{'base_style': '1853', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'foreign_id': 2929, 'id': 1560, 'active': 1}",,34013,2466.0,6565,1,,1467.0,lbs,2025-11-28,9
K2508061,,72,Open,1000,,,,,,"{'active': 1, 'id': 6329, 'created_date': '2025-08-18', 'version': '1L', 'act_yard_cut_wt': '26.25', 'knit_style_base': 339, 'foreign_id': 8498, 'roll_size': '250', 'target_yard_cut_wt': '22.60', 'created_time': '16:31:46.046057', 'modified': '2025-09-11 08:32:17.778233', 'price': '0.85'}",1.75038,158,2025-09-12 14:01:14.564131,0.85,0,,1,19,Complete,,10.8,508,2025-08-18 16:34:20.309424,2025-08-20,,492,,,2025-08-18 16:34:20.309424,72,"{'foreign_id': 1168, 'active': 1, 'id': 339, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CT2535'}",,34003,10.8,6564,1,2025-09-05,508,lbs,2025-09-05,72
K2508060,,9,Open,580,,,,PG251079,,"{'active': 1, 'id': 6327, 'created_date': '2025-08-18', 'version': '0', 'act_yard_cut_wt': '6.75', 'knit_style_base': 3522, 'foreign_id': 8495, 'roll_size': '58', 'target_yard_cut_wt': '7.00', 'created_time': '10:49:15.214469', 'modified': '2025-09-11 08:41:38.168591', 'price': '1.15'}",1.75,99,2025-09-12 10:26:09.586972,1.15,0,4.0,1,1,Required,,16.4,98.1,2025-08-18 12:08:29.916614,2025-08-19,,481.9,,,2025-08-18 12:08:29.916614,9,"{'created_time': None, 'qs_customer': 'BLAU - Blauer', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5304', 'active': 1, 'id': 3522, 'foreign_id': 5476}",,33981,,6563,1,,98.1,lbs,2025-08-29,9
K2508059,,9,Open,350,,,,PG251079,,"{'id': 6328, 'active': 1, 'version': '0', 'created_date': '2025-08-18', 'act_yard_cut_wt': '11.85', 'knit_style_base': 3523, 'foreign_id': 8496, 'roll_size': '50', 'created_time': '11:23:18.97101', 'target_yard_cut_wt': '12.00', 'price': '2.10', 'modified': '2025-08-28 09:57:58.247386'}",2.286899,23,2025-08-27 17:51:11.392011,2.10,0,4.0,1,1,Required,,,345.9,2025-08-18 12:05:24.972766,2025-08-19,,4.10000000000002,,,2025-08-18 12:05:24.972766,9,"{'base_style': 'CF5305', 'qs_customer': 'BLAU - Blauer', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3523, 'active': 1, 'foreign_id': 5477}",,33980,345.9,6562,1,,,lbs,2025-08-29,9
K2508058,,72,Open,6250,,,9013.0,,,"{'version': '1B', 'created_date': '2025-05-15', 'id': 6112, 'active': 1, 'knit_style_base': 3266, 'act_yard_cut_wt': '39.35', 'roll_size': '250', 'foreign_id': 8242, 'price': '1.25', 'modified': '2025-05-20 09:06:49.727012', 'created_time': '11:26:25.828383', 'target_yard_cut_wt': '34'}",2.64182,,2025-08-20 10:39:46.251462,1.25,0,,1,19,Required,,,0,2025-08-15 13:45:21.609583,2025-08-25,,6250,,,2025-08-15 13:45:21.609583,72,"{'foreign_id': 5163, 'id': 3266, 'active': 1, 'base_style': 'CEE4585A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,33960,,6561,1,2025-09-19,,lbs,2025-09-19,72
K2508057,,72,Open,6000,,45443,9012.0,,,"{'roll_size': '250', 'foreign_id': 8494, 'modified': '2025-09-09 08:28:01.731552', 'price': '0.85', 'target_yard_cut_wt': '32.50', 'created_time': '13:22:44.407902', 'created_date': '2025-08-15', 'version': '1DU', 'active': 1, 'id': 6326, 'knit_style_base': 2882, 'act_yard_cut_wt': '32.65'}",2.81012,194,2025-09-12 23:26:10.866553,0.85,0,,1,19,Required,,60.2,1764.7,2025-08-15 13:34:26.688624,2025-08-25,,4235.3,,,2025-08-15 13:34:26.688624,72,"{'id': 2882, 'active': 1, 'foreign_id': 4662, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B3987C'}",,33958,1320.6,6560,1,2025-09-12,478.7,lbs,2025-09-12,5
K2508056,,72,Open,5250,,,9009.0,,,"{'created_date': '2025-03-05', 'version': '1L', 'active': 1, 'id': 5974, 'knit_style_base': 1757, 'act_yard_cut_wt': '37.1', 'roll_size': '250', 'foreign_id': 8070, 'modified': '2025-06-11 16:00:34.246364', 'price': '0.85', 'target_yard_cut_wt': '37.50', 'created_time': '12:32:00.339226'}",2.70541,205,2025-08-19 13:38:46.421549,0.85,0,,1,19,Required,,,0,2025-08-14 13:57:22.686507,2025-08-25,,5250,,,2025-08-14 13:57:22.686507,72,"{'base_style': 'CEE3466', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1757, 'foreign_id': 3209}",,33935,,6559,1,2025-09-19,,lbs,2025-09-19,52
K2508055,,72,Open,4500,,45376,9008.0,,,"{'created_date': '2025-03-05', 'version': '1L', 'id': 5972, 'active': 1, 'knit_style_base': 1759, 'act_yard_cut_wt': '36.80', 'roll_size': '250', 'foreign_id': 8068, 'modified': '2025-08-28 10:10:47.663076', 'price': '0.85', 'target_yard_cut_wt': '35.25', 'created_time': '11:37:22.385308'}",2.92826,195,2025-08-28 13:06:10.946485,0.85,0,,1,19,Required,,173.5,1780.6,2025-08-14 13:56:16.637907,2025-08-25,,2719.4,,,2025-08-14 13:56:16.637907,72,"{'active': 1, 'id': 1759, 'foreign_id': 3211, 'base_style': 'C1B3472', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,33934,1954.1,6558,1,2025-09-12,0,lbs,2025-09-12,52
K2508054,,9,Open,30,465.0,,,,,"{'knit_style_base': 3387, 'act_yard_cut_wt': '9.00', 'created_date': '2025-08-13', 'version': 'SPLL', 'id': 6322, 'active': 1, 'modified': '2025-08-29 08:33:57.467676', 'price': None, 'target_yard_cut_wt': '8.9', 'created_time': '15:14:33.975649', 'roll_size': '30', 'foreign_id': 8487}",1.09,58,2025-08-28 16:26:09.629995,0.00,0,,1,1,Required,,,31.4,2025-08-14 12:23:14.269695,2025-08-18,,0,,,2025-08-14 12:23:14.269695,9,"{'base_style': 'CF5493', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3387, 'active': 1, 'foreign_id': 5301}",,33929,,6557,1,,31.4,lbs,2025-08-22,9
K2508053,,9,Open,30,465.0,,,,,"{'modified': '2025-08-28 10:32:50.766997', 'price': None, 'target_yard_cut_wt': '8.9', 'created_time': '15:13:40.001228', 'roll_size': '30', 'foreign_id': 8486, 'knit_style_base': 3387, 'act_yard_cut_wt': '9.30', 'created_date': '2025-08-13', 'version': 'SPL', 'active': 1, 'id': 6321}",1.09,58,2025-08-28 12:01:27.984109,0.00,0,,1,1,Required,,,31.8,2025-08-14 12:22:08.197081,2025-08-18,,0,,,2025-08-14 12:22:08.197081,9,"{'foreign_id': 5301, 'id': 3387, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5493'}",,33928,,6556,1,,31.8,lbs,2025-08-22,9
K2508052,,9,Open,30,465.0,,,,,"{'act_yard_cut_wt': '8.95', 'knit_style_base': 3387, 'id': 6320, 'active': 1, 'version': 'SP', 'created_date': '2025-08-13', 'created_time': '15:08:34.378636', 'target_yard_cut_wt': '8.9', 'price': None, 'modified': '2025-08-25 12:50:16.585318', 'foreign_id': 8485, 'roll_size': '30'}",1.09,58,2025-08-25 23:41:10.013145,0.00,0,,1,1,Required,Shawmut/Mercedes - Stephen to pickup,45.9,31.3,2025-08-14 12:21:10.032914,2025-08-18,,0,,,2025-08-14 12:21:10.032914,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5493', 'foreign_id': 5301, 'id': 3387, 'active': 1}",,33927,45.9,6555,1,,31.3,lbs,2025-08-22,9
K2508051,,9,Open,30,465.0,,,,,"{'foreign_id': 8484, 'roll_size': '30', 'target_yard_cut_wt': '9', 'created_time': '15:04:27.256796', 'modified': '2025-08-29 08:31:10.186506', 'price': None, 'id': 6319, 'active': 1, 'created_date': '2025-08-13', 'version': 'SPTL', 'act_yard_cut_wt': '8.75', 'knit_style_base': 3388}",1.09714,34,2025-08-28 16:11:09.775673,0.00,0,,1,1,Required,,,31.2,2025-08-14 12:19:46.501561,2025-08-18,,0,,,2025-08-14 12:19:46.501561,9,"{'base_style': 'CF5491', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 5302, 'active': 1, 'id': 3388}",,33926,,6554,1,,31.2,lbs,2025-08-22,9
K2508050,,9,Open,30,465.0,,,,,"{'target_yard_cut_wt': '9', 'created_time': '15:03:13.264986', 'modified': '2025-08-29 08:29:33.564719', 'price': None, 'foreign_id': 8483, 'roll_size': '30', 'act_yard_cut_wt': '8.70', 'knit_style_base': 3388, 'active': 1, 'id': 6318, 'created_date': '2025-08-13', 'version': 'SPT'}",1.09714,34,2025-08-27 21:01:20.02722,0.00,0,,1,1,Required,,16.8,32.2,2025-08-14 12:18:34.84191,2025-08-18,,0,,,2025-08-14 12:18:34.84191,9,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5491', 'id': 3388, 'active': 1, 'foreign_id': 5302}",,33925,16.8,6553,1,,32.2,lbs,2025-08-22,9
K2508049,,9,Open,30,465.0,,,,,"{'target_yard_cut_wt': '9', 'created_time': '15:02:19.754808', 'modified': '2025-08-28 10:12:46.391487', 'price': None, 'foreign_id': 8482, 'roll_size': '30', 'act_yard_cut_wt': '8.20', 'knit_style_base': 3388, 'active': 1, 'id': 6317, 'created_date': '2025-08-13', 'version': 'SP'}",1.09714,34,2025-08-25 17:06:09.831186,0.00,0,,1,1,Required,Shawmut/Mercedes - Stephen to pickup,,32,2025-08-14 12:17:25.408586,2025-08-18,,0,,,2025-08-14 12:17:25.408586,9,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5491', 'id': 3388, 'active': 1, 'foreign_id': 5302}",,33924,,6552,1,,32,lbs,2025-08-22,9
K2508048,,80,Open,25,,45355,,,,"{'id': 6307, 'active': 1, 'created_date': '2025-08-12', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3514, 'foreign_id': 8471, 'roll_size': '25', 'target_yard_cut_wt': '9.00', 'created_time': '16:30:03.704432', 'modified': '2025-09-08 11:36:01.54659', 'price': '1.70'}",1.75,15,2025-08-14 10:00:01.06989,1.70,0,,1,16,Required,,,0,2025-08-14 09:57:16.869622,2025-08-15,,25,,,2025-08-14 09:57:16.869622,80,"{'base_style': 'CV4787A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5468, 'id': 3514, 'active': 1}",,33907,,6551,1,,,lbs,2025-08-22,80
K2508047,,80,Open,40,,45354,,,,"{'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6312, 'knit_style_base': 3519, 'act_yard_cut_wt': None, 'roll_size': '40', 'foreign_id': 8475, 'price': '1.55', 'modified': '2025-09-08 11:36:47.141349', 'created_time': '16:43:19.589802', 'target_yard_cut_wt': '12.00'}",1.75,15,2025-08-14 09:54:44.729867,1.55,0,,1,16,Required,,,0,2025-08-14 09:52:18.289103,2025-08-15,,40,,,2025-08-14 09:52:18.289103,80,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CV4791A', 'foreign_id': 5472, 'id': 3519, 'active': 1}",,33906,,6550,1,,,lbs,2025-08-22,80
K2508046,,80,Open,40,,45353,,,,"{'price': '1.55', 'modified': '2025-09-08 11:36:59.868511', 'created_time': '16:39:44.618718', 'target_yard_cut_wt': '12.00', 'roll_size': '40', 'foreign_id': 8474, 'knit_style_base': 3517, 'act_yard_cut_wt': None, 'version': '1', 'created_date': '2025-08-12', 'id': 6310, 'active': 1}",1.75,15,2025-08-14 09:50:13.973714,1.55,0,,1,16,Required,,,0,2025-08-14 09:47:30.05269,2025-08-15,,40,,,2025-08-14 09:47:30.05269,80,"{'id': 3517, 'active': 1, 'foreign_id': 5471, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4790A'}",,33905,,6549,1,,,lbs,2025-08-22,80
K2508045,,80,Open,50,,45352,,,,"{'foreign_id': 8476, 'roll_size': '50', 'target_yard_cut_wt': '22.00', 'created_time': '16:44:12.674202', 'modified': '2025-09-08 11:36:39.593102', 'price': '1.25', 'active': 1, 'id': 6313, 'created_date': '2025-08-12', 'version': '1', 'act_yard_cut_wt': None, 'knit_style_base': 3520}",1.4,15,2025-09-08 11:40:11.234932,1.25,0,,1,16,Required,,,0,2025-08-14 09:37:19.570217,2025-08-15,,50,,,2025-08-14 09:37:19.570217,80,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CV4792A', 'active': 1, 'id': 3520, 'foreign_id': 5473}",,33904,,6548,1,,,lbs,2025-08-22,80
K2508044,,80,Open,50,,45351,,,,"{'act_yard_cut_wt': None, 'knit_style_base': 3516, 'active': 1, 'id': 6309, 'version': '1', 'created_date': '2025-08-12', 'created_time': '16:38:00.883035', 'target_yard_cut_wt': '22.00', 'price': '1.25', 'modified': '2025-09-08 11:37:06.849319', 'foreign_id': 8473, 'roll_size': '50'}",1.4,15,2025-09-08 11:40:09.22679,1.25,0,,1,16,Required,,,0,2025-08-14 09:21:28.693155,2025-08-15,,50,,,2025-08-14 09:21:28.693155,80,"{'base_style': 'CV4789A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 5470, 'active': 1, 'id': 3516}",,33902,,6547,1,,,lbs,2025-08-22,80
K2508043,,80,Open,50,,45350,,,,"{'roll_size': '50', 'foreign_id': 8472, 'price': '1.40', 'modified': '2025-09-12 08:52:29.193898', 'created_time': '16:35:42.974046', 'target_yard_cut_wt': '18.00', 'version': '1', 'created_date': '2025-08-12', 'active': 1, 'id': 6308, 'knit_style_base': 3515, 'act_yard_cut_wt': None}",1.4,15,2025-09-08 11:40:12.533374,1.40,0,,1,16,Required,,,0,2025-08-14 09:13:53.053771,2025-08-15,,50,,,2025-08-14 09:13:53.053771,80,"{'base_style': 'CV4788A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3515, 'foreign_id': 5469}",,33901,,6546,1,,,lbs,2025-08-22,80
K2508042,,80,Open,50,,45349,,,,"{'roll_size': '50', 'foreign_id': 8477, 'modified': '2025-09-11 14:59:24.249249', 'price': '1.40', 'target_yard_cut_wt': '18.00', 'created_time': '16:45:00.038588', 'created_date': '2025-08-12', 'version': '1', 'id': 6311, 'active': 1, 'knit_style_base': 3518, 'act_yard_cut_wt': '16.75'}",2.22212,15,2025-09-09 14:26:10.895515,1.40,0,,1,16,Required,,,46.9,2025-08-14 09:01:24.153773,2025-08-15,,3.1,,,2025-08-14 09:01:24.153773,80,"{'active': 1, 'id': 3518, 'foreign_id': 5474, 'base_style': 'CV4802A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,33900,,6545,1,,46.9,lbs,2025-08-22,80
K2508041,,72,Open,1750,,,9007.0,,,"{'modified': '2025-08-13 15:33:58.324268', 'price': '0.85', 'target_yard_cut_wt': '26.40', 'created_time': '15:33:58.324268', 'roll_size': '250', 'foreign_id': 8490, 'knit_style_base': 2942, 'act_yard_cut_wt': '25.35', 'created_date': '2025-08-13', 'version': '1KD', 'id': 6324, 'active': 1}",4.21652,,2025-08-13 16:05:19.439914,0.85,0,,1,19,Required,,,0,2025-08-13 16:04:25.290525,2025-08-18,,1750,,,2025-08-13 16:04:25.290525,72,"{'base_style': 'C1B4338A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2942, 'active': 1, 'foreign_id': 4744}",,33895,,6544,1,2025-09-12,,lbs,2025-09-12,72
K2508039,,72,Open,3000,,,9005.0,,,"{'knit_style_base': 3026, 'act_yard_cut_wt': '32.90', 'created_date': '2025-08-13', 'version': '1D', 'active': 1, 'id': 6323, 'modified': '2025-09-05 16:34:42.024082', 'price': '0.85', 'target_yard_cut_wt': '30.15', 'created_time': '15:26:11.342209', 'roll_size': '250', 'foreign_id': 8489}",2.81368,,2025-09-12 21:21:12.512551,0.85,0,,1,19,Required,,17,176,2025-08-13 16:03:07.837948,2025-08-18,,2824,,,2025-08-13 16:03:07.837948,72,"{'foreign_id': 4855, 'id': 3026, 'active': 1, 'base_style': 'C1B3912-42', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,33893,17,6542,1,2025-09-05,176,lbs,2025-09-05,52
K2508038,,72,Open,4000,,45370,9004.0,,,"{'created_date': '2024-10-07', 'version': '1D', 'id': 5692, 'active': 1, 'knit_style_base': 3180, 'act_yard_cut_wt': '32.00', 'roll_size': '250', 'foreign_id': 7744, 'modified': '2025-08-28 10:16:22.464409', 'price': '0.85', 'target_yard_cut_wt': '30.50', 'created_time': '10:46:06.737768'}",3.208002,203,2025-09-11 14:16:12.789051,0.85,0,,1,19,Required,,223.6,3816,2025-08-13 16:01:00.842968,2025-08-18,,184,,,2025-08-13 16:01:00.842968,72,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B3402-42', 'foreign_id': 5047, 'active': 1, 'id': 3180}",,33892,4039.6,6541,1,2025-09-05,,lbs,2025-09-05,72
K2508036,,9,Open,1160,,,9002.0,DA-00115,,"{'act_yard_cut_wt': '9.15', 'knit_style_base': 3339, 'id': 6349, 'active': 1, 'version': 'R', 'created_date': '2025-08-27', 'created_time': '16:55:33.628018', 'target_yard_cut_wt': '8.00', 'price': '0.90', 'modified': '2025-09-12 08:12:35.589412', 'foreign_id': 8519, 'roll_size': '58'}",1.85,60,2025-09-12 21:56:09.6217,0.90,0,4.0,1,1,Required,,,224.3,2025-08-13 13:41:02.370742,2025-08-18,,935.7,,,2025-08-13 13:41:02.370742,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5475', 'foreign_id': 5243, 'id': 3339, 'active': 1}",,33887,,6539,1,,224.3,lbs,2025-09-05,9
K2508035,,9,Open,1740,,,9001.0,DA00115,,"{'target_yard_cut_wt': '8.70', 'created_time': '16:25:34.276761', 'modified': '2025-08-27 16:25:34.276761', 'price': '0.90', 'foreign_id': 8518, 'roll_size': '58', 'act_yard_cut_wt': '9.75', 'knit_style_base': 3338, 'id': 6348, 'active': 1, 'created_date': '2025-08-27', 'version': 'R'}",1.85,60,2025-09-04 13:21:17.342929,0.90,0,4.0,1,1,Required,,447.7,1167.0,2025-08-13 13:35:28.28189,2025-08-18,,573,,,2025-08-13 13:35:28.28189,9,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5474', 'foreign_id': 5242, 'active': 1, 'id': 3338}",,33886,680.7,6538,1,,589.0,lbs,2025-09-05,9
K2508034,,80,Open,50,,45341,,,,"{'knit_style_base': 3470, 'act_yard_cut_wt': '7.70', 'created_date': '2025-07-10', 'version': '0', 'active': 1, 'id': 6227, 'modified': '2025-07-29 13:49:38.058329', 'price': '2.00', 'target_yard_cut_wt': '7.80', 'created_time': '17:01:13.592844', 'roll_size': '50', 'foreign_id': 8378}",4.86572,66,2025-08-19 17:06:10.174415,2.00,0,,1,16,Required,,,20,2025-08-13 08:20:41.425765,2025-08-14,,30,,,2025-08-13 08:20:41.425765,80,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5513', 'active': 1, 'id': 3470, 'foreign_id': 5414}",,33870,,6537,1,,20,lbs,2025-08-15,80
K2508033,,72,Open,100,,45339,8996.0,,,"{'version': '1', 'created_date': '2025-02-03', 'active': 1, 'id': 5924, 'knit_style_base': 3322, 'act_yard_cut_wt': '31.85', 'roll_size': '50', 'foreign_id': 8006, 'price': '0.00', 'modified': '2025-08-25 12:44:39.798996', 'created_time': '09:50:30.636994', 'target_yard_cut_wt': '31.8'}",1.61969,46,2025-08-16 09:01:13.127288,0.01,0,,1,19,Complete,,22.3,108.4,2025-08-12 13:56:12.714529,2025-08-12,,0,,,2025-08-12 13:56:12.714529,72,"{'base_style': 'C1B4639A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3322, 'foreign_id': 5223}",,33852,130.7,6536,1,2025-08-15,,lbs,2025-08-15,72
K2508032,,10,Open,550,,,,Yarn Trial,,"{'act_yard_cut_wt': '8.45', 'knit_style_base': 1804, 'active': 1, 'id': 6301, 'created_date': '2025-08-07', 'version': 'OE', 'target_yard_cut_wt': '8.9', 'created_time': '15:52:38.935045', 'modified': '2025-08-25 12:46:24.687168', 'price': '0.45', 'foreign_id': 8460, 'roll_size': '50'}",2.13,,2025-08-25 12:01:12.528954,0.45,0,4.0,1,2,,,26.2,549.6,2025-08-12 11:43:53.474633,2025-08-14,,0.399999999999977,,,2025-08-12 11:43:53.474633,10,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'KITH - KEEP IT HERE', 'created_time': None, 'base_style': 'CF5105', 'foreign_id': 3266, 'id': 1804, 'active': 1}",,33842,575.8,6535,1,,,lbs,2025-08-22,10
K2508031,,72,Open,2000,,45337,8984.0,,,"{'act_yard_cut_wt': '18.40', 'knit_style_base': 2991, 'id': 6285, 'active': 1, 'version': '1CO', 'created_date': '2025-08-01', 'created_time': '14:13:52.028702', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-08-18 14:18:18.621987', 'foreign_id': 8444, 'roll_size': '250'}",2.4493,189,2025-08-28 14:46:09.866654,0.85,0,,1,19,Complete,,73.4,1678.0,2025-08-11 14:09:28.708908,2025-08-11,,322,,,2025-08-11 14:09:28.708908,72,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4125A', 'foreign_id': 4806, 'active': 1, 'id': 2991}",,33819,1751.4,6534,1,2025-09-05,,lbs,2025-09-05,72
K2508030,6530.0,72,Open,2500,,45334,8981.0,,,"{'created_date': '2025-07-18', 'version': '1IN', 'id': 6240, 'active': 1, 'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'roll_size': '250', 'foreign_id': 8394, 'modified': '2025-09-11 08:36:50.729391', 'price': '1.25', 'target_yard_cut_wt': '42.00', 'created_time': '14:53:04.760625'}",1.44976,212,2025-08-27 14:53:21.475113,1.25,0,,1,19,Complete,,,2596,2025-08-11 13:33:51.146371,2025-08-11,,0,,,2025-08-11 13:33:51.146371,72,"{'base_style': 'CEE2838', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 3694, 'active': 1, 'id': 2130}",,33816,2596,6533,1,2025-09-12,,lbs,2025-09-12,72
